COD_ITEM;ITEM;TIPO_ITEM;UNIDAD_MEDIDA;ProductID
BOM211115;MEDICAMENTOS;E;BTS;25236
BOM211141;MEDICAMENTOS;E;BTS;25237
BOM211183;MEROGRAM 1000;E;BTS;25238
BOM8073331;LANSOPRAZOLE PELLETS;E;BTS;25239
BOM94049731;PONTIFICIA UNIVERSIDAD JAVERIANA- EQUIPOS TESTER-TABLET;E;BTS;25240
BOMBA CENTRIFUGA MULT;BOMBA CENTRIFUGA MULT;NE;U;25241
BOMBER;IT3326 TEXTILES;LD;M;25242
BOMBILLOS;BOMBILLOS;NE;U;25243
BOMS22072346;BOMS22072346 HUSQVARNA EQUIPO DE COMPACTACION RODILLO;E;BTS;25244
BONELLI;TEXTILES;LD;KGM;25245
BONLEDINC-LD;LIBRER�A STRAUMANN BONE LEVEL NC;LD;U;25246
BOQUILLAS ASPERSOR 9166;BOQUILLAS PARA ASPERSOR JBU 1490 B1;E;U;25247
BORDESDEATAQUE-PNC0243;P/N S0041040000000 S/N 39689TN;ZF;U;25248
BORDESDEATAQUE-PNC0243-1;P/N S0041040100000 S/N NT 1207;ZF;U;25249
BORNA;BORNA;NE;U;25250
BORNEO;TEXTILES;LD;KGM;25251
BOS0062299;EQUIPO DE LOTERIA;E;BTS;25252
BOS-18277588;APARATOS FILTROS;E;BTS;25253
BOS-18277865;FILTROS PARA MAQUINAS DE PURIFICAR 1 CAJA;E;BTS;25254
BOS18278037;PRODUCTO IMMUNOLOGICO CUARTO FRIO 1 CAJA;E;BTS;25255
BOS-18278220;FILTROS PARA EQUIPOS DE PURIFICASION 1 CAJA;E;BTS;25256
BOS-18278382;FILTROS PARA MAQUINAS DE PURIFICAR 1 PALLET;E;BTS;25257
BOS-18278848;FILTROS PARA EQUIPOS DE PURIFICAR 1 CAJA;E;BTS;25258
BOS-18279005;PARTES PARA EQUIPOS DE LABORATORIO  1 PALLET;E;BTS;25259
BOS18279965;FILTROS PARA EQUIPOS DE PURIFICACION 2 CAJAS;E;BTS;25260
BOS-18280153;FILTROS PARA MAQUINAS DE PURIFICAR 1 PALLET;E;BTS;25261
BOS18280330;FILTROS PARA PURIFICAR 2 CAJAS;E;BTS;25262
BOS18280332;FILTROS DE PURIFICAR 1 CAJA;E;BTS;25263
BOS-18281067;FILTROS PARA  EQUIPOS DE PURIFICAR 1 CAJA;E;BTS;25264
BOSBGT21110336;DIY (TIPO DE ROBOT);E;BTS;25265
BOTELLA ALUMINIO XBOX;BOTELLA ALUMINIO XBOX;LD;U;25266
BOTILITOS INCOMM;BOTILITOS INCOMM VANILLA;LD;U;25267
BOTON;BOTON;LD;U;25268
BOTON DE METAL CREAR MODA;BOTON DE METAL CREAR MODA;LD;U;25269
BOTON DE PLASTICO CREAR M;BOTON DE PLASTICO CREAR M;LD;U;25270
BOTON DE PLASTICO CREAR M;BOTONES DE PLASTICO CREAR MODA;LD;U;25271
BOTON DE PLASTICO WORK;BOTON WORK AND FASHION;LD;U;25272
BOTONES METALICOS;BOTONES METALICOS;NE;U;25273
BOX BIOH35TAP-LD;BOX SCAN BODIES BIOH35TAP;LD;U;25274
BOX NDGMDI-LD;BOX SCAN BODIES NDGMDI;LD;U;25275
BOX SYSTEM40-LD;BOX SCAN BODIES SYSTEM40;LD;U;25276
BOX SYSTEM50-LD;BOX SCAN BODIES SYSTEM50;LD;U;25277
BOX02220114;TUBOS DE TELA - COLOMBIANA TISSUE;E;BTS;25278
BOX02220308;CINTAS;E;BTS;25279
BOX02220312;JERINGA SUBITON TORNILLO DE ACOPLE SUBITON FEMORAL;E;BTS;25280
BOXER 01 SAMPLE;BOXER 01 SAMPLE;ZF;U;25281
BOXER 02 SAMPLE;BOXER 02 SAMPLE;ZF;U;25282
BOXER 03 SAMPLE;BOXER 03 SAMPLE;ZF;U;25283
BOXER HOMBRE REF 225;BOXER HOMBRE REF 225;ZF;U;25284
BOXER HOMBRE REF 226;BOXER HOMBRE REF 226;ZF;U;25285
BOXER VARIOS;BOXER VARIOS;ZF;U;25286
BP-1035;BANDEJA PORTATECLADO Y MOUSE 19_ X 8_ 1 RMS;ZF;U;25287
BP-1059.;BANDEJA PORTATECLADO 19 X 20 - 2RMS;ZF;U;25288
BPS-HC0-D25A4G;BYPASS COMBO MODULE GIGAVUE-HC2 4SX/SR50/125BPSPAIRS0GSFP(TELEFONICA1-CIFIN);LD;U;25289
BQEGARM084269;VINOS;E;BTS;25290
BQEGESB060022;VINOS;E;BTS;25291
BQEGESB075879;VINOS;E;BTS;25292
BQEGESB084953;VINOS;E;BTS;25293
BQEGESB094719;VINOS;E;BTS;25294
BQEGESB105343;BQEGESB105343-VINOS-FRANKY PRODUCTS SAS;E;BTS;25295
BQEGESB109263;VINOS VARIOS CLOS;E;CTN;25296
BQEGESB109266;VINOS VARIOS GASTRONOMIA;E;CTN;25297
BQEGFRB222441;VODKA;E;BTS;25298
BQEGFRB233246;VODKA;E;BTS;25299
BQEGFRB240696;VODKA;E;BTS;25300
BQEGGBG049315;WHISKY;E;BTS;25301
BQEGMXM022210;TEQUILA;E;BTS;25302
BQEGMXM022213;TEQUILA;E;BTS;25303
BQEGMXM022324;RON BACARDI;E;BTS;25304
BQEGMXM022325;RON BACARDI;E;BTS;25305
BQEGMXM022406;RON BACARDI;E;BTS;25306
BQEGMXM022408;TEQUILA Y RON;E;BTS;25307
BQEGMXM022827;RON BACARDI MANDARINA;E;BTS;25308
BQEGMXM022828;RON BACARDI MANDARINA;E;BTS;25309
BQEGMXM022829;RON BACARDI;E;BTS;25310
BQEGMXM022830;RON BACARDI;E;BTS;25311
BQEGMXM022831;RON BACARDI;E;BTS;25312
BQEGMXM022832;RON BACARDI;E;BTS;25313
BQEGMXM022833;BACARDI;E;BTS;25314
BQEGMXM023369;TEQUILA;E;BTS;25315
BQEGMXM023370;TEQUILA;E;BTS;25316
BQEGMXM023780;LICORES;E;BTS;25317
BQEGMXM023892;RON BACARDI;E;BTS;25318
BQEGMXM023894;RON BACARDI;E;BTS;25319
BQEGMXM023908;RON BACARDI;E;BTS;25320
BQEGMXM023910;RON BACARDI;E;BTS;25321
BQEGMXM024112;RON BACARDI;E;BTS;25322
BQEGMXM024113;RON BACARDI;E;BTS;25323
BQEGMXM024363;RON BACARDI;E;BTS;25324
BQEGMXM024364;RON BACARDI;E;BTS;25325
BQEGMXM024947;TEQUILA;LD;BTS;25326
BQEGUSF015895CC;LICOR;E;BTS;25327
BQEGUSF017011;RON SANTA TERESA;E;BTS;25328
BQEGUSF017016;LICOR SANT GERMAIN;E;BTS;25329
BQEGUSS169718;COCKTAIL HURRICANE;E;BTS;25330
BQEGUSS170942;RON BACARDI;E;BTS;25331
BQEGUSS172080;LICORES;E;BTS;25332
BQEGUSS172159;RON BACARDI;E;BTS;25333
BQEGUSS174367;RON BACARDI;E;BTS;25334
BQEGUSS174368;LICORES;E;BTS;25335
BRACELET GIFT;BRACELET GIFT;E;U;25336
BRAND;TEXTILES;LD;M;25337
BRANDY;IT3786 TEXTILES;LD;M;25338
BRASSIER REF 3808;BRASSIER REF 3808;ZF;U;25339
BRASSIER REF 3846;BRASSIER REF 3846;ZF;U;25340
BRASSIER REF 3878;BRASSIER REF 3878;ZF;U;25341
BRASSIER REF 3879;BRASSIER REF 3879;ZF;U;25342
BRASSIER REF 3893;BRASSIER REF 3893;ZF;U;25343
BRASSIER REF 3894;BRASSIER REF 3894;ZF;U;25344
BRASSIER REF 3895;BRASSIER REF 3895;ZF;U;25345
BRASSIER REF 3910;BRASSIER REF 3910;ZF;U;25346
BRASSIER REF 3912;BRASSIER REF 3912;ZF;U;25347
BRAZO HIDRAULICO;BRAZO HIDRAULICO;NE;U;25348
BRCPQ0000002767;CABLE OPTICO-COMUNICACION CELULAR SA COMCEL SA;E;BTS;25349
BRCPQ0000002769;WOOD REELS CABLE DE FIBRAS OPTICAS-COMUNICACION CELULAR SA COMCEL SA;E;BTS;25350
BRCPQ0000002869;CABLE DE FIBRAS OPTICAS;E;BTS;25351
BRCPQ0000002938;CABLE DE FIBRAS OPTICAS.;E;BTS;25352
BRCWB730729;BRCWB730729-PLACA BBC-E TRAINING;E;BTS;25353
BRE02208917;LACTULOSA;E;BTS;25354
BRE02216612;LACTULOSE CONCENTRATE;E;BTS;25355
BRE50111406;WIND SPEED SENSOR NOT RESTRICED;E;BTS;25356
BREVA NACIONAL;BREVA X KILOS;NE;KG;25357
BRG0157359;PERFUMERIA-PANABEL;E;BTS;25358
BRG0158065;PERFUMERIA-PANABEL;E;BTS;25359
BRG0159192;PERFUMERIA.TESTER-PANABEL;E;BTS;25360
BRG0159987;PERFUMERIA.TESTER-PANABEL;E;BTS;25361
BRG0161120;PERFUMERIA.TESTER-PANABEL;E;BTS;25362
BRILLADORA LAVADORA INDUS;BRILLADORA LAVADORA INDUSTRIAL GLOWS G-1700;NE;U;25363
BRIXTON;TEXTILES;LD;M;25364
BRJOI22033971;BOMBAS PARA ASPIRADORAS Y REPUESTOS;E;BTS;25365
BRN0023565;LITAK 10MG LOTE 19ALL001-S EXP 08-2023 195 QTY;E;BTS;25366
BROADWAY PLATO HONDO 28 C;BROADWAY PLATO HONDO 28 CM;NE;U;25367
BROCA HSS INCOLMA BARRAC;BROCA HSS INCOLMA BARRAC 3/32;NE;U;25368
BROOKS;TEXTILES;LD;M;25369
BRQ60111302;GUANTES;E;BTS;25370
BRSAO0000012486NZDO;GLICERINA VEGETAL;LD;BTS;25371
BRU00002168;MATERIAL QUIRURGICO PLACAS TORNILLOS  CLAVOS;E;BTS;25372
BRU13012992;EQUIPOS PARA TELECOMUNICACION;E;BTS;25373
BRU13013057;BRU13013057 EQUIPOS MEDICOS COCOON MEDICAL;E;BTS;25374
BRU-22015599;VALVULA MAYK-100GG;E;BTS;25375
BRUA12009303;AUTOPARTES-VOLVO;E;BTS;25376
BRUA15063673;AUTOPARTESVOLVO;E;BTS;25377
BRUA15065402;AUTOPARTESVOLVO;E;BTS;25378
BRUA17113670;AUTOPARTES VOLVO;E;BTS;25379
BRUA17113730;AUTOPARTES VOLVO;E;BTS;25380
BRUA21189055;FIBRA DE LYCRA;E;BTS;25381
BRUA21190095;MAG TEXTILES-FIBRA DE ELASTANO LICRA;E;BTS;25382
BRUNA;TEXTILES;LD;M;25383
BRUSH ROLLER;BRUSH ROLLER;LD;U;25384
BRY0226135;BIOPAS MEDICAMENTOS;E;BTS;25385
BRY0228117;BIOPAS MEDICAMENTOS;E;BTS;25386
BRZCOL165-PC001;REPUESTOS AUTOMOTORES;E;BTS;25387
BS90000611NZDO;ELANCO MEDICAMENTOS VETERINARIOS;LD;U;25388
BS90002530;BIIB MEDICAMENTOS;E;BTS;25389
BS90002623;BIIB MEDICAMENTOS;E;BTS;25390
BS90003015;ELANCO MEDICAMENTOS VETERINARIOS;E;BTS;25391
BS90003167;BIOGEN MEDICAMENTOS;E;BTS;25392
BS90003352;ELANCO MEDICAMENTOS VETERINARIOS;E;BTS;25393
BS90003984;BIOGEN MEDICAMENTOS;E;BTS;25394
BSA-0245297;BIIB MEDICAMENTOS;E;BTS;25395
BSHAE2112013;NOTEBOOK Y SUS ACCESORIOS - INGRAM MICRO - 10277;E;BTS;25396
BSHFL20040773A;TRIMETHOPRIM POWDER	// L-ARGININE BASE  // ALUM BLISTER FOIL 210MM;E;BTS;25397
BSHFL20040773ANZDO;L-ARGININE / ALUM BLISTER FOIL WHITE;LD;BTS;25398
BSHFL20041046B;ALUMINIUM FOIL -ACICLOVYR - PVC 204 MM  - PVC 215MM -OXACILLIN- ESPIRAMICINA;E;BTS;25399
BSHFL20070547ANZDO;ALUM BLISTER FOIL NAT COLOR;LD;KG;25400
BSHFL20071054A;ALBENDAZOLE MICRO - PVC PVDC WHITE - AZITROMICIN DIHYDR - ALUMINIUM CAP BLUE;E;BTS;25401
BSHFL20081344BNZDO;PVC/PE/PVDC WHITE;LD;KG;25402
BSHFL21030294A;N-ACETYL-L-CYSTEINE / NORFLOXACIN BASE / LEVOSULPIRIDE;E;BTS;25403
BSHFL21040875BNZDO;PVC/PVDC;LD;KG;25404
BSHFL21050104A;L-ARGININE - CLINDAMYCIN PHOSPHATE - METRONIDAZOLE BASE;E;BTS;25405
BSHFL21060137;PVC/PVDC 95MM X 250UM / SPIRAMYCIN ADIPATE/THIAMINE HYDROC/PYRIDOXINE HYD;E;BTS;25406
BSHFL21090593B;CLARITROMICINA - HIDROCLOROTI - PVC 201MM  - PVC 237MM -GEMFIBROZILO - PVC 137;E;BTS;25407
BSHFL21100849;GLUCOSAMINE SULFATE/PVC 134MM / COLD FORM FOIL OPA / PVC 178 MM X 260UM;E;BTS;25408
BSHFL21100849NZDO;GLUCOSAMINE SULFATE 2 NACL;LD;BTS;25409
BSHFL21100849NZDO;PVC;LD;KG;25410
BSHFL21100990A;PP AL PVC PVDC 120/108 MMGRAY // PP AL PVC PVDC 120/142 MM GRAY;E;BTS;25411
BSHFL21100990B;PP/AL/PVC/PVDC / TRIMEBUTINA / PVC/PVDC / PVC / ALUMINIUM;E;BTS;25412
BSHFL21110472A;CHONDROITIN SULFATE SODIUM (BOVINE 90%);E;BTS;25413
BSHFL21110472B;CLARITHOMYCIN /PVC/AZITROMICIN/PVC-PVDC/CLINDAMICIN/PPALPVCPVDC/ALUMINIUM/ ACICL;E;BTS;25414
BSHFL21110813NZDO;AMOXICILLIN TRIHYDRATE COMPACTED;LD;BTS;25415
BSHFL21110814;PVC/PVDC  / AZITROMICINA   / PVC;E;BTS;25416
BSHFL21120207A;SULBACTAM PIVOXIL POWDER;E;BTS;25417
BSHFL21120207B;PVC/PVDC / VALSARTAN / IRBESARTAN / ALUMINIUM  / GEMFIBROZILO  / ACICLOVIR;E;BTS;25418
BSHFL21120665;AMOXICILLINA TRIHYDRATO (COMPACTADA);E;BTS;25419
BSHFL21120950A;AMPICILINA TRIHYDRATO (MICORNIZADA);E;BTS;25420
BSHFL21120950B;PVC/PVDC // PVC // PP/AL/PVC/PVDC// IRBESARTAN//PVPK-30// ALUMINIUM;E;BTS;25421
BSHFL21121094;MILK TISTLE 7:1 - METRONIDAZOLE BASE - ALUMINIUM 145 - SUCRALFATO POLVO;E;BTS;25422
BSHFL21121206A;AMOXICILLIN TRIHYDRATE POWDER;E;BTS;25423
BSHFL21121206B;PVC 201MM / PVC 175MM / ACICLOVIR;E;BTS;25424
BSHFL22010118;BSHFL22010118 IMPORTADORA Y COMERCIALIZADORA ROLLOS DE TELA;E;BTS;25425
BSHFL22010118;BSHFL22010118-TEXTIL-IMPORTADORA Y COMERCIALIZADORA CC S.A.S;E;BTS;25426
BSHFL22010672;LOSARTAN-VALSARTAN-CLINDAMICINA-ACETAMINOFEN-PVCYELLOW-AMIODARONE-TRIMEBUTINE;E;BTS;25427
BSHFL22010672NZDO;PVC YELLOW;LD;KG;25428
BSHFL22010963NZDO;BANDAS PARA FRENOS - PUNTO AZUL BRAKE PAK;LD;BTS;25429
BSHFL22011302;PVC TRANSP;E;BTS;25430
BSHFL22011304A;AMPICILINA TRIHIDRATO (COMPACTADA);E;BTS;25431
BSHFL22011304B;ALUM BLISTER FOIL WHITE - CEFALEXINA - GEMFIBROZIL - POVIDONA;E;BTS;25432
BSHFL22020433;PVC TRANSP - PVC PVDC TRANSP - PVC PVDC WHITE;E;BTS;25433
BSHFL22030329;PVC TRANSP - PVC/PE/PVDC YELLOW - PVC/PVDC WHITE - SULFADIAZINE - ALUMINIUM CAP;E;BTS;25434
BSHWA1409134;ROLLOS DE FORRO EN POLYESTER SUTEXCO;E;BTS;25435
BSILH22010056A;BOLSO. CINTUR�N;E;BTS;25436
BSILH22010056B;BOLSOS. MOCHILAS;E;BTS;25437
BSILH22010056C;CARTERAS;E;BTS;25438
BSILH22010056D;BANDOLERA.BANDOLERA PU.RI�ONERA.BOLSO DE COSM�TICOS.BOLSO DE PU.BOLSO.MOCHILA.;E;BTS;25439
BSINGB22010416;CALZADO DE MUJER;E;BTS;25440
BSIPVG22010230;ABRIGO DE MUJER. CHAQUETA DE MUJER;E;BTS;25441
BSIS15040443;TELEFONO MULTITECH;E;U;25442
BSJ-3819 3661;CARBAMAZEPINA USP;E;BTS;25443
BSL0026143;ELANCO MEDICAMENTOS VETERINARIOS;E;BTS;25444
BSL0032155NZDO;ELANCO MEDICAMENTOS VETERINARIOS;LD;BTS;25445
BSL0033782NZDO;ELANCO MEDICAMENTOS VETERINARIOS;LD;BTS;25446
BSL0036705;BIIB MEDICAMENTOS;E;BTS;25447
BSL0039343NZDO;ELANCO MEDICAMENTOS VETERINARIOS;LD;U;25448
BSL068053;CABLE CTG 6 UTP. CONECTORES RJ45. PATCH CORD. PATCH PANEL. FACE PLATE;E;BTS;25449
BSL-2004 1078;CIPROFIBRATO;E;BTS;25450
BSZFL21100468;CAR MULTIMEDIA PLATER - COMERCIAL LA CABRERA;E;BTS;25451
BSZTR20030001;GAVETAS;E;BTS;25452
BT2112133;SCOOTERS PATINETAS Y PATINES;E;BTS;25453
BT2112133;SCOOTERS PATINETAS Y PATINES.;E;BTS;25454
BT2112147;PISO LAMINADO;E;BTS;25455
BT2201241A;CHAQUETAS.FUNDAS DE SILICONA.LUZ LASER/M�QUINAS/ CAJA DE CRISTAL NS /CABLE DE EN;E;BTS;25456
BT2201241B;MAQUINAS INDUSTRIALES DE COSER;E;BTS;25457
BT2203155;PISOS PCV;E;BTS;25458
BTIMULIM-LD;LIBRER�A BTI PILAR MULTI-IM (P);LD;U;25459
BTPFL21090089;BTPFL21090089 LATAM T-INVESTMENTS SAS INGREDIENTES ALIMENTARIOS E IMPEMENTOS DE;E;BTS;25460
BTS33606850;POLYMYXIN B SULFATE;E;BTS;25461
BU-00519;CONECTOR RJ 45 CAT 6;NE;U;25462
BUBBLE;TEXTILES;LD;M;25463
BUCKLES BLACK - 7885;BUCKLES BLACK - 7885 - BROCHES;E;U;25464
BUCKLES BLACK - 8613;BUCKLES BLACK - 8613 - BROCHES;E;U;25465
BUCKLES BLACK - 8683;BUCKLES BLACK - 8683 - BROCHES;E;U;25466
BUCKS;TEXTILES;LD;M;25467
BUD0054913;VINOS -90 PUNTOS WINES SAS;E;BTS;25468
BUD30045189;VAJILLA DE CRISTAL;E;BTS;25469
BUD-30045326;INTRAOCULAR LENSES1/40X30X38CM;E;BTS;25470
BUD35805180;MATERIAL QUIRURGICO;E;BTS;25471
BUDA22032110;BUDA22032110 WORLD LOGISTICS ZF SAS EN CONSIGNACION ORDENES Y SUMINISTROS SAS;E;BTS;25472
BUD-CTG-31265;BUD-CTG-31265 TECNOLOGIAS MEDICAS COLOMBIA CATETERES Y ACCESORIOS PARA DIALISIS;E;BTS;25473
BUE00000137;EQUIPOS PETROLEROS - WEATHERFORD COLOMBIA LIMITED;E;BTS;25474
BUE-00000144NZDO;ACIDO ZOLEDRONICO;LD;U;25475
BUE0002001;PLANCHAS PARA PELO;E;BTS;25476
BUE0002021;PLANCHAS PARA CABELLO;E;BTS;25477
BUE0002056;PLANCHITAS PARA PELO;E;BTS;25478
BUE0002097;PLANCHADORES DE CABELLO;E;BTS;25479
BUE0002101;PLANCHITAS DE PELO;E;BTS;25480
BUE0002113;PLANCHITAS DE CABELLO;E;BTS;25481
BUE-0005990;BUE-0005990 PERDOMO BUSINESS GROUP SAS ESCALERA EDA PLAT ARRIOTRES PARA ESCALERA;E;BTS;25482
BUE0013869;EQUIPOS PETROLEROS - WEATHERFORD COLOMBIA LIMITED;E;BTS;25483
BUE-20211201;VINOS;E;BTS;25484
BUE2021137;BOMBAS DOSIFICADORAS;E;BTS;25485
BUE2021140;BOMBAS DOSIFICADORAS - SUMINISTROS INDUSTRIALES Y SERVICIOS SAS;E;BTS;25486
BUE2021141;BOMBAS NEUMATICAS - SIS;E;BTS;25487
BUE2021145;AUTOPARTES;E;BTS;25488
BUE2021146;BOMBAS DOSIFICADORAS - SUMINISTROS INDUSTRIALES Y SERVICIOS;E;BTS;25489
BUE2021149;BOMA DOSIFICADORA - SUMINISTROS INDUSTRIALES;E;BTS;25490
BUE20220201;SU PRESENCIA PRODUCCIONES LTDA CABLES DE AUDIO;E;BTS;25491
BUE205475267;ATRIM COLOMBIA SAS-MATERIALES PARA LA CONTRUCCIONTUBOS MUESTRAS;E;BTS;25492
BUE22031453;GOMENAL - AMORTIGUADORES;E;BTS;25493
BUE22031531;GOMENAL- AMORTIGUADORES;E;BTS;25494
BUE22031812;VALVULAS Y DEMAS PREPARACIONES CAPILARES;E;BTS;25495
BUE49293;REPUESTOS;E;BTS;25496
BUECAR06122021;BUECAR06122021 SIRAJ INFUSIONES HERBALES;E;BTS;25497
BUE-COL6257;BOMBAS DE ACEITE PARA MOTORES DE ENCENDIDO POR CHISPA;E;BTS;25498
BUECTG00142;VELAS  INCIENSOS CANDELABROS;E;BTS;25499
BUECTG115268V;VINOS INVERLEOKA;E;BTS;25500
BUFFET CANASTA;BUFFET CANASTA;NE;U;25501
BUFFET CANASTA 53X32X9.5;BUFFET CANASTA 53X32X9.5 NAT;NE;U;25502
BUFFET DOMO CON HUECO 54;BUFFET DOMO CON HUECO 54 X 33;NE;U;25503
BUFFET ESCAL 3 ALT.BOWL14;BUFFET ESCAL 3 ALT.BOWL14CMC/T;NE;U;25504
BUFFET WOOD STAND;BUFFET WOOD STAND;NE;U;25505
BUJE ACM ACT NEG;BUJE NEG;E;NAR;25506
BUJE ACM ACT POS.;BUJE POS;E;NAR;25507
BUJE NEGATIVO;BUJE NEGATIVO;LD;U;25508
BUJE POSITIVO;BUJE POSITIVO;LD;U;25509
BUL05022022;RESINA DE POLIETILENO;LD;BTS;25510
BUL06042022;RESINA DE POLIETILENO;LD;BTS;25511
BUL12012022;RESINA DE POLIETILENO;LD;BTS;25512
BUL12042022;RESINA DE POLIETILENO;LD;BTS;25513
BUL14022022;RESINA DE POLIETILENO;LD;BTS;25514
BUL21022022;RESINA DE POLIETILENO;LD;BTS;25515
BUL26012022;RESINA DE POLIETILENO;LD;BTS;25516
BUN-4464;OLLAS Y SARTENES;E;BTS;25517
BUN-4481;SET DE OLLAS;E;BTS;25518
BUN-4482;DICE CONTENER SET DE OLLAS;E;BTS;25519
BUN-4509;SET DE OLLAS;E;BTS;25520
BUNCOL1015;JERINGAS PLASTICAS DESECHABLES ESTERILES DE 05 ML Y AGUJA DE 25G X 58 - MINIST;E;BTS;25521
BUNCOL1017;AUTOPARTES PARA CARROS ELECTRICOS - BYD MOTOR;E;BTS;25522
BUNCOL1018;PARTES Y REPUESTOS PARA BUSES BYD;E;BTS;25523
BUNCOL1019;PARTES Y REPUESTOS PARA BUS;E;BTS;25524
BUNCOL1023;JERINGA AUTODESACTIVABLES PARA INMUNIZACION A DOSIS FIJA 0.5 CON AGUA FIJA X20WH;E;BTS;25525
BUNCOL1024;JERINGAS AUTODESACTIVABLES - MINISTERIO DE SALUD Y PROTECCION SO;E;BTS;25526
BUNEC9872101;GUANTES DIOELECTRICOS SSP;E;BTS;25527
BUNKER;TEXTILES;LD;M;25528
BUTEROLAS PARA REMACHADO;BUTEROLAS PARA REMACHADO;NE;U;25529
BUTTONS BLACK - 6745;BUTTONS BLACK - 6745 - BOTONES;E;U;25530
BUTTONS BLACK - 6965;BUTTONS BLACK - 6965 - BOTONES;E;U;25531
BUTTONS BLACK - 8289;BUTTONS BLACK - 8289 - BOTONES;E;U;25532
BUTTONS BLACK - 8613;BUTTONS BLACK - 8613 - BOTONES;E;U;25533
BUTTONS PERIWINKLE - 4680;BUTTONS PERIWINKLE - 4680 - BOTONES;E;U;25534
BUTTONS PERIWINKLE - 5563;BUTTONS PERIWINKLE - 5563 - BOTONES;E;U;25535
BV-1012;BANDEJA SENCILLA_VENT_ 19_ X 7_ 1 RMS-BAN-1907-V1K;ZF;U;25536
BV-1013;BANDEJA SENCILLA VENTILADA 19_ X 10_5_ 1 RMS-BAN-1910-V1K;ZF;U;25537
BV-1014;BANDEJA SENCILLA VENTILADA 19_ X 10_5_ 2 RMS NG;ZF;U;25538
BV-1015;BANDEJA SENCILLA VENT 19_ X 12_ 1 RMS;ZF;U;25539
BV-1015N;BANDEJA SENCILLA VENT_ 19;ZF;U;25540
BV-1017;BANDEJA SENCILLA VENTILADA 19_ X 15__1 RMS;ZF;U;25541
BV-1018;BANDEJA SENCILLA VENTILADA 19_ X 15_ 2 RMS NG;ZF;U;25542
BV-1018-;BANDEJA SENCILLA VENTILADA 19X15 2 RMS NG 2;ZF;U;25543
BV-1018_;BANDEJA SENCILLA VENTILADA 19 X 15 2 RMS;ZF;U;25544
BV-1020;BANDEJA DOBLE VENTILADA 19_ X 18_ 2 RMS;ZF;U;25545
BV-1050;BANDEJA DOBLE VENTILADA SERVIDORES 19_X26 NG_;ZF;U;25546
BV-1054;BANDEJA DOBLE AJUSTABLE 25.42.43.47 RMS NG;ZF;U;25547
BV-1054T;BANDEJA DOBLE AJUSTABLE 25_ 42_ 43 _ 47U;ZF;U;25548
BVL2100277;MAQUINAS DE COSER Y ACCESORIOS Y REPUESTOS DE MAQUINAS DE COSER - ANDINA DE MAYO;E;BTS;25549
BVL2100279;GUANTES DE LATEX 1560 CAJAS 1X 40 -TCLU5150737;E;BTS;25550
BVL2100280;GUANTES DE LATEX 1560 CAJAS 1 X 40-MRSU3853528;E;BTS;25551
BVL2100282;GUANTES DE LATEZX 1862 CAJAS 1X 40 HQ-TGHU9862298;E;BTS;25552
BVL2100283;GUANTES DE LATEX   PARA EXAMEN  TALLAS XSTALLA S TALLA M 1924 CAJAS 1 X 40-;E;BTS;25553
BVL2100284;GUANTES DE LATEX PARA EXAMEN  1921 CAJAS 1X40-TRH4122536;E;BTS;25554
BVL2100285;GANTES DE LATEX 1924 CAJAS 1X 40MRSU4053366;E;BTS;25555
BVL2100285NZDO;GUANTES DE LATEX;LD;BTS;25556
BVL2100286;GUANTES DE LATEX 1924 CAJAS 1X40-HQ MRSU3106190;E;BTS;25557
BVL2100287;GUANTES DE LATEX 1924 CAJAS   1 X 40-HASU442784-6;E;BTS;25558
BVL2200044;GUANTES DE EXAMEN DE POLVO DE LATEX TAMANO CONTENEDORX40HC SUDU852092-3 CAJAS;E;BTS;25559
BVL2200045;GUANTES DE LATEX 1924 CAJAS 1 X 40 GESU682092-7;E;BTS;25560
BVL2200046;GUANTES LATEX;E;BTS;25561
BVT2006005;TAPABOCAS.CARETAS.DESINFECTANTES-GEO INSTRUMENTS;E;BTS;25562
BVT2111036;BROCHAS;E;BTS;25563
BVT2111037;SIM CARDS;E;BTS;25564
BVT2112010;LENTES OPTICOS 1 PALLET CARGA SUELTA;E;BTS;25565
BVT2112014;TARJETAS INTELIGENTES SIM CARDS;E;BTS;25566
BVT2201017;SIM CARDS;E;BTS;25567
BVT2201024;SIM CARDS;E;BTS;25568
BVT2203001;BVT2203001-POLVO ANTIRREPISE-COMERCIAL OFFSET;E;BTS;25569
BW904A;HP 642 1075MM SHOCK INTELLIGENT RACK 3PAR(TELEFONICA-CARVAJAL);LD;U;25570
BW904A--;HP 42U 600X1075MM ENTERPRISE SHOCK RACK(BT-BANCO AGRARIO);LD;U;25571
BWS0007160;ULTRADENTAL SAS PRODUCTOS PARA ODONTOLOGIA 3203 CBM;E;BTS;25572
BWS0007522;ULTRADENTAL SAS MATERIALES PARA USO ODONTOLOGICO 4445CBM;E;BTS;25573
BXMFL21110066;JUGUETES PL�STICOS - ASTURIAS Y ARAGON;E;BTS;25574
C_100N_0402_10_1SP;CONDENSADOR 100N 0402 10% 16V;E;U;25575
C_220UF_ELEC_8SP;C. ELECTROLITICO 220UF 10V 8MM;E;U;25576
C030698;ROLLOS DE POLIURETANO;E;BTS;25577
C030897;PELICULA DE EMBALAJE;E;BTS;25578
C031039;ROLLOS DE POLIURETANO;E;BTS;25579
